,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
118,min_date,Tocopilla,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
119,max_date,Tocopilla,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
120,n_unique_vals,Alto del Carmen,1,1,1,1,,,,,,,,,,,,,,,
121,total_samples,Alto del Carmen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
122,non-nan_samples,Alto del Carmen,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
123,missing_samples,Alto del Carmen,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
124,min_date,Alto del Carmen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
125,max_date,Alto del Carmen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
126,n_unique_vals,Caldera,1,1,1,1,,,,,,,,,,,,,,,
127,total_samples,Caldera,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
128,non-nan_samples,Caldera,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
129,missing_samples,Caldera,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
130,min_date,Caldera,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
131,max_date,Caldera,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
132,n_unique_vals,Chanaral,1,1,1,1,,,,,,,,,,,,,,,
133,total_samples,Chanaral,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
134,non-nan_samples,Chanaral,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
135,missing_samples,Chanaral,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
136,min_date,Chanaral,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
137,max_date,Chanaral,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
138,n_unique_vals,Copiapo,1,1,1,1,,,,,,,,,,,,,,,
139,total_samples,Copiapo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
140,non-nan_samples,Copiapo,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
141,missing_samples,Copiapo,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
142,min_date,Copiapo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
143,max_date,Copiapo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
144,n_unique_vals,Diego de Almagro,1,1,1,1,,,,,,,,,,,,,,,
145,total_samples,Diego de Almagro,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
146,non-nan_samples,Diego de Almagro,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
147,missing_samples,Diego de Almagro,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
148,min_date,Diego de Almagro,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
149,max_date,Diego de Almagro,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
150,n_unique_vals,Freirina,1,1,1,1,,,,,,,,,,,,,,,
151,total_samples,Freirina,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
152,non-nan_samples,Freirina,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
153,missing_samples,Freirina,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
154,min_date,Freirina,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
155,max_date,Freirina,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
156,n_unique_vals,Huasco,1,1,1,1,,,,,,,,,,,,,,,
157,total_samples,Huasco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
158,non-nan_samples,Huasco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
159,missing_samples,Huasco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
160,min_date,Huasco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
161,max_date,Huasco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
162,n_unique_vals,Tierra Amarilla,1,1,1,1,,,,,,,,,,,,,,,
163,total_samples,Tierra Amarilla,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
164,non-nan_samples,Tierra Amarilla,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
165,missing_samples,Tierra Amarilla,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
166,min_date,Tierra Amarilla,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
167,max_date,Tierra Amarilla,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
168,n_unique_vals,Vallenar,1,1,1,1,,,,,,,,,,,,,,,
169,total_samples,Vallenar,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
170,non-nan_samples,Vallenar,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
171,missing_samples,Vallenar,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
172,min_date,Vallenar,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
173,max_date,Vallenar,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
174,n_unique_vals,Andacollo,1,1,1,1,,,,,,,,,,,,,,,
175,total_samples,Andacollo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
176,non-nan_samples,Andacollo,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
177,missing_samples,Andacollo,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
178,min_date,Andacollo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
179,max_date,Andacollo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
180,n_unique_vals,Canela,1,1,1,1,,,,,,,,,,,,,,,
181,total_samples,Canela,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
182,non-nan_samples,Canela,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
183,missing_samples,Canela,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
184,min_date,Canela,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
185,max_date,Canela,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
186,n_unique_vals,Combarbala,1,1,1,1,,,,,,,,,,,,,,,
187,total_samples,Combarbala,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
188,non-nan_samples,Combarbala,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
189,missing_samples,Combarbala,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
190,min_date,Combarbala,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
191,max_date,Combarbala,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
192,n_unique_vals,Coquimbo,1,1,1,1,,,,,,,,,,,,,,,
193,total_samples,Coquimbo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
194,non-nan_samples,Coquimbo,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
195,missing_samples,Coquimbo,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
196,min_date,Coquimbo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
197,max_date,Coquimbo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
198,n_unique_vals,Illapel,1,1,1,1,,,,,,,,,,,,,,,
199,total_samples,Illapel,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
200,non-nan_samples,Illapel,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
201,missing_samples,Illapel,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
202,min_date,Illapel,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
203,max_date,Illapel,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
204,n_unique_vals,La Higuera,1,1,1,1,,,,,,,,,,,,,,,
205,total_samples,La Higuera,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
206,non-nan_samples,La Higuera,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
207,missing_samples,La Higuera,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
208,min_date,La Higuera,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
209,max_date,La Higuera,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
210,n_unique_vals,La Serena,1,1,1,1,,,,,,,,,,,,,,,
211,total_samples,La Serena,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
212,non-nan_samples,La Serena,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
213,missing_samples,La Serena,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
214,min_date,La Serena,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
215,max_date,La Serena,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
216,n_unique_vals,Los Vilos,1,1,1,1,,,,,,,,,,,,,,,
217,total_samples,Los Vilos,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
218,non-nan_samples,Los Vilos,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
219,missing_samples,Los Vilos,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
220,min_date,Los Vilos,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
221,max_date,Los Vilos,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
222,n_unique_vals,Monte Patria,1,1,1,1,,,,,,,,,,,,,,,
223,total_samples,Monte Patria,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
224,non-nan_samples,Monte Patria,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
225,missing_samples,Monte Patria,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
226,min_date,Monte Patria,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
227,max_date,Monte Patria,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
228,n_unique_vals,Ovalle,1,1,1,1,,,,,,,,,,,,,,,
229,total_samples,Ovalle,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
230,non-nan_samples,Ovalle,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
231,missing_samples,Ovalle,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
